image_id,image_path,mask_original_path,mask_label_path,width,height,total_pixels,foreground_pixels,foreground_ratio,minority_pixels_c2_c3_c4,minority_ratio_c2_c3_c4,unknown_pixels,pix_c0,pix_c1,pix_c2,pix_c3,pix_c4,ratio_c0,ratio_c1,ratio_c2,ratio_c3,ratio_c4,foreground_percent,minority_percent,c4_percent,strongest_class
50,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_50.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_50.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0050.png,512,512,262144,53864,0.205474853515625,5525,0.0210762023925781,0,208280,48339,5525,0,0,0.794525146484375,0.1843986511230468,0.0210762023925781,0.0,0.0,20.5474853515625,2.1076202392578103,0.0,2
51,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_51.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_51.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0051.png,512,512,262144,54616,0.208343505859375,14362,0.0547866821289062,0,207528,40254,14362,0,0,0.791656494140625,0.1535568237304687,0.0547866821289062,0.0,0.0,20.8343505859375,5.478668212890621,0.0,2
52,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_52.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_52.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0052.png,512,512,262144,54195,0.2067375183105468,15097,0.0575904846191406,0,207949,39098,15097,0,0,0.7932624816894531,0.1491470336914062,0.0575904846191406,0.0,0.0,20.67375183105468,5.75904846191406,0.0,2
53,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_53.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_53.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0053.png,512,512,262144,76182,0.2906112670898437,6154,0.0234756469726562,0,185962,70028,5528,626,0,0.7093887329101562,0.2671356201171875,0.021087646484375,0.0023880004882812,0.0,29.061126708984368,2.34756469726562,0.0,3
54,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_54.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_54.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0054.png,512,512,262144,66910,0.2552413940429687,19446,0.0741806030273437,0,195234,47464,14421,5025,0,0.7447586059570312,0.181060791015625,0.0550117492675781,0.0191688537597656,0.0,25.524139404296868,7.41806030273437,0.0,3
55,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_55.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_55.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0055.png,512,512,262144,65499,0.2498588562011718,23638,0.0901718139648437,0,196645,41861,17151,5521,966,0.7501411437988281,0.1596870422363281,0.0654258728027343,0.0210609436035156,0.0036849975585937,24.98588562011718,9.01718139648437,0.36849975585937,4
56,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_56.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_56.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0056.png,512,512,262144,80678,0.3077621459960937,10781,0.0411262512207031,0,181466,69897,8544,2237,0,0.6922378540039062,0.2666358947753906,0.0325927734375,0.0085334777832031,0.0,30.776214599609368,4.11262512207031,0.0,3
57,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_57.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_57.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0057.png,512,512,262144,63570,0.2425003051757812,40782,0.1555709838867187,0,198574,22788,38411,2371,0,0.7574996948242188,0.0869293212890625,0.1465263366699218,0.0090446472167968,0.0,24.250030517578118,15.55709838867187,0.0,3
58,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_58.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_58.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0058.png,512,512,262144,38507,0.1468925476074218,23360,0.089111328125,0,223637,15147,22989,371,0,0.8531074523925781,0.0577812194824218,0.0876960754394531,0.0014152526855468,0.0,14.689254760742179,8.9111328125,0.0,3
59,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_59.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_59.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0059.png,512,512,262144,48176,0.18377685546875,34139,0.1302299499511718,0,213968,14037,33385,754,0,0.81622314453125,0.0535469055175781,0.1273536682128906,0.0028762817382812,0.0,18.377685546875,13.022994995117179,0.0,3
60,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_60.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_60.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0060.png,512,512,262144,55392,0.2113037109375,25102,0.0957565307617187,0,206752,30290,24476,626,0,0.7886962890625,0.1155471801757812,0.0933685302734375,0.0023880004882812,0.0,21.13037109375,9.57565307617187,0.0,3
61,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_61.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_61.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0061.png,512,512,262144,40087,0.1529197692871093,31752,0.121124267578125,0,222057,8335,29228,2524,0,0.8470802307128906,0.0317955017089843,0.1114959716796875,0.0096282958984375,0.0,15.291976928710929,12.1124267578125,0.0,3
62,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_62.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_62.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0062.png,512,512,262144,76352,0.291259765625,76352,0.291259765625,0,185792,0,0,44313,32039,0.708740234375,0.0,0.0,0.1690406799316406,0.1222190856933593,29.1259765625,29.1259765625,12.22190856933593,4
63,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_63.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_63.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0063.png,512,512,262144,75755,0.2889823913574219,74881,0.2856483459472656,0,186389,874,5326,43807,25748,0.7110176086425781,0.0033340454101562,0.0203170776367187,0.1671104431152343,0.0982208251953125,28.898239135742188,28.564834594726562,9.82208251953125,4
64,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_64.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_64.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0064.png,512,512,262144,82787,0.3158073425292969,82787,0.3158073425292969,0,179357,0,0,37459,45328,0.6841926574707031,0.0,0.0,0.1428947448730468,0.17291259765625,31.580734252929688,31.580734252929688,17.291259765625,4
65,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_65.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_65.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0065.png,512,512,262144,40329,0.1538429260253906,1204,0.0045928955078125,0,221815,39125,1204,0,0,0.8461570739746094,0.1492500305175781,0.0045928955078125,0.0,0.0,15.384292602539059,0.45928955078125,0.0,2
66,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_66.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_66.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0066.png,512,512,262144,48954,0.1867446899414062,994,0.0037918090820312,0,213190,47960,994,0,0,0.8132553100585938,0.182952880859375,0.0037918090820312,0.0,0.0,18.674468994140618,0.37918090820312,0.0,2
67,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_67.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_67.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0067.png,512,512,262144,52096,0.19873046875,5799,0.0221214294433593,0,210048,46297,5799,0,0,0.80126953125,0.1766090393066406,0.0221214294433593,0.0,0.0,19.873046875,2.21214294433593,0.0,2
68,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_68.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_68.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0068.png,512,512,262144,39478,0.1505966186523437,17081,0.0651588439941406,0,222666,22397,17081,0,0,0.8494033813476562,0.0854377746582031,0.0651588439941406,0.0,0.0,15.05966186523437,6.51588439941406,0.0,2
69,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_69.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_69.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0069.png,512,512,262144,58478,0.2230758666992187,1897,0.0072364807128906,0,203666,56581,1897,0,0,0.7769241333007812,0.2158393859863281,0.0072364807128906,0.0,0.0,22.307586669921868,0.72364807128906,0.0,2
70,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_70.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_70.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0070.png,512,512,262144,57396,0.2189483642578125,0,0.0,0,204748,57396,0,0,0,0.7810516357421875,0.2189483642578125,0.0,0.0,0.0,21.89483642578125,0.0,0.0,1
71,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_71.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_71.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0071.png,512,512,262144,71728,0.27362060546875,0,0.0,0,190416,71728,0,0,0,0.72637939453125,0.27362060546875,0.0,0.0,0.0,27.362060546875,0.0,0.0,1
72,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_72.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_72.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0072.png,512,512,262144,66227,0.2526359558105469,0,0.0,0,195917,66227,0,0,0,0.7473640441894531,0.2526359558105469,0.0,0.0,0.0,25.263595581054688,0.0,0.0,1
73,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_73.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_73.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0073.png,512,512,262144,88476,0.3375091552734375,0,0.0,0,173668,88476,0,0,0,0.6624908447265625,0.3375091552734375,0.0,0.0,0.0,33.75091552734375,0.0,0.0,1
74,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_74.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_74.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0074.png,512,512,262144,70420,0.2686309814453125,0,0.0,0,191724,70420,0,0,0,0.7313690185546875,0.2686309814453125,0.0,0.0,0.0,26.86309814453125,0.0,0.0,1
75,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_75.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_75.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0075.png,512,512,262144,74169,0.2829322814941406,662,0.0025253295898437,0,187975,73507,662,0,0,0.7170677185058594,0.2804069519042969,0.0025253295898437,0.0,0.0,28.293228149414062,0.25253295898437,0.0,2
76,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_76.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_76.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0076.png,512,512,262144,58286,0.2223434448242187,0,0.0,0,203858,58286,0,0,0,0.7776565551757812,0.2223434448242187,0.0,0.0,0.0,22.234344482421868,0.0,0.0,1
77,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_77.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_77.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0077.png,512,512,262144,63842,0.2435379028320312,3557,0.0135688781738281,0,198302,60285,3557,0,0,0.7564620971679688,0.2299690246582031,0.0135688781738281,0.0,0.0,24.353790283203118,1.35688781738281,0.0,2
78,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_78.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_78.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0078.png,512,512,262144,69041,0.2633705139160156,0,0.0,0,193103,69041,0,0,0,0.7366294860839844,0.2633705139160156,0.0,0.0,0.0,26.337051391601562,0.0,0.0,1
79,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_79.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_79.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0079.png,512,512,262144,72228,0.2755279541015625,0,0.0,0,189916,72228,0,0,0,0.7244720458984375,0.2755279541015625,0.0,0.0,0.0,27.55279541015625,0.0,0.0,1
80,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_80.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_80.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0080.png,512,512,262144,71023,0.2709312438964844,0,0.0,0,191121,71023,0,0,0,0.7290687561035156,0.2709312438964844,0.0,0.0,0.0,27.093124389648438,0.0,0.0,1
81,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_81.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_81.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0081.png,512,512,262144,81539,0.3110466003417969,0,0.0,0,180605,81539,0,0,0,0.6889533996582031,0.3110466003417969,0.0,0.0,0.0,31.104660034179688,0.0,0.0,1
82,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_82.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_82.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0082.png,512,512,262144,81132,0.3094940185546875,0,0.0,0,181012,81132,0,0,0,0.6905059814453125,0.3094940185546875,0.0,0.0,0.0,30.94940185546875,0.0,0.0,1
83,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_83.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_83.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0083.png,512,512,262144,72690,0.2772903442382812,0,0.0,0,189454,72690,0,0,0,0.7227096557617188,0.2772903442382812,0.0,0.0,0.0,27.729034423828118,0.0,0.0,1
84,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_84.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_84.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0084.png,512,512,262144,95359,0.3637657165527344,0,0.0,0,166785,95359,0,0,0,0.6362342834472656,0.3637657165527344,0.0,0.0,0.0,36.37657165527344,0.0,0.0,1
85,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_85.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_85.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0085.png,512,512,262144,80196,0.3059234619140625,0,0.0,0,181948,80196,0,0,0,0.6940765380859375,0.3059234619140625,0.0,0.0,0.0,30.59234619140625,0.0,0.0,1
86,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_86.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_86.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0086.png,512,512,262144,79810,0.3044509887695312,0,0.0,0,182334,79810,0,0,0,0.6955490112304688,0.3044509887695312,0.0,0.0,0.0,30.445098876953118,0.0,0.0,1
87,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_87.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_87.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0087.png,512,512,262144,78258,0.2985305786132812,0,0.0,0,183886,78258,0,0,0,0.7014694213867188,0.2985305786132812,0.0,0.0,0.0,29.853057861328118,0.0,0.0,1
88,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_88.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_88.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0088.png,512,512,262144,78382,0.2990036010742187,0,0.0,0,183762,78382,0,0,0,0.7009963989257812,0.2990036010742187,0.0,0.0,0.0,29.900360107421868,0.0,0.0,1
89,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_89.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_89.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0089.png,512,512,262144,74820,0.2854156494140625,0,0.0,0,187324,74820,0,0,0,0.7145843505859375,0.2854156494140625,0.0,0.0,0.0,28.54156494140625,0.0,0.0,1
90,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_90.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_90.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0090.png,512,512,262144,66410,0.2533340454101562,0,0.0,0,195734,66410,0,0,0,0.7466659545898438,0.2533340454101562,0.0,0.0,0.0,25.333404541015618,0.0,0.0,1
91,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_91.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_91.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0091.png,512,512,262144,69703,0.2658958435058594,0,0.0,0,192441,69703,0,0,0,0.7341041564941406,0.2658958435058594,0.0,0.0,0.0,26.589584350585938,0.0,0.0,1
92,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_92.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_92.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0092.png,512,512,262144,84432,0.32208251953125,2037,0.0077705383300781,0,177712,82395,2037,0,0,0.67791748046875,0.3143119812011719,0.0077705383300781,0.0,0.0,32.208251953125,0.77705383300781,0.0,2
93,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_93.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_93.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0093.png,512,512,262144,76772,0.2928619384765625,0,0.0,0,185372,76772,0,0,0,0.7071380615234375,0.2928619384765625,0.0,0.0,0.0,29.28619384765625,0.0,0.0,1
94,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_94.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_94.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0094.png,512,512,262144,46840,0.178680419921875,0,0.0,0,215304,46840,0,0,0,0.821319580078125,0.178680419921875,0.0,0.0,0.0,17.8680419921875,0.0,0.0,1
95,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_95.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_95.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0095.png,512,512,262144,89435,0.3411674499511719,2509,0.0095710754394531,0,172709,86926,2509,0,0,0.6588325500488281,0.3315963745117187,0.0095710754394531,0.0,0.0,34.11674499511719,0.9571075439453101,0.0,2
96,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_96.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_96.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0096.png,512,512,262144,93599,0.3570518493652344,0,0.0,0,168545,93599,0,0,0,0.6429481506347656,0.3570518493652344,0.0,0.0,0.0,35.70518493652344,0.0,0.0,1
97,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_97.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_97.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0097.png,512,512,262144,89825,0.3426551818847656,1254,0.0047836303710937,0,172319,88571,1254,0,0,0.6573448181152344,0.3378715515136719,0.0047836303710937,0.0,0.0,34.26551818847656,0.47836303710936995,0.0,2
98,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_98.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_98.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0098.png,512,512,262144,109096,0.416168212890625,0,0.0,0,153048,109096,0,0,0,0.583831787109375,0.416168212890625,0.0,0.0,0.0,41.6168212890625,0.0,0.0,1
99,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/images_zip_extract/ER_IHC_Int_Image/Image_99.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/raw/masks_zip_extract/Mask_WO_BG/mask_99.png,/home/ubuntu/storage3/ER Segmentation/ER_IHC_Q1/data/processed/masks_label/mask_0099.png,512,512,262144,100719,0.3842124938964844,1817,0.0069313049316406,0,161425,98902,1817,0,0,0.6157875061035156,0.3772811889648437,0.0069313049316406,0.0,0.0,38.42124938964844,0.69313049316406,0.0,2
